scenario,iteration,model,precision,context,fragmentation,decay_applied
E3,1,BinaryGraph,0.25,0.0,1.0,0.9468996257284751
E3,1,HyperGraph,1.0,1.0,0.0,0.9468996257284751
E3,2,BinaryGraph,0.25,0.0,1.0,0.9426366983008128
E3,2,HyperGraph,1.0,1.0,0.0,0.9426366983008128
E3,3,BinaryGraph,0.25,0.0,1.0,0.9348695734414305
E3,3,HyperGraph,1.0,1.0,0.0,0.9348695734414305
E3,4,BinaryGraph,0.25,0.0,1.0,0.8666311110603914
E3,4,HyperGraph,1.0,1.0,0.0,0.8666311110603914
E3,5,BinaryGraph,0.25,0.0,1.0,0.8985641125450718
E3,5,HyperGraph,1.0,1.0,0.0,0.8985641125450718
E3,6,BinaryGraph,0.25,0.0,1.0,0.8713747299199182
E3,6,HyperGraph,1.0,1.0,0.0,0.8713747299199182
E3,7,BinaryGraph,0.25,0.0,1.0,0.8901040292549453
E3,7,HyperGraph,1.0,1.0,0.0,0.8901040292549453
E3,8,BinaryGraph,0.25,0.0,1.0,0.8558635399972179
E3,8,HyperGraph,1.0,1.0,0.0,0.8558635399972179
E3,9,BinaryGraph,0.25,0.0,1.0,0.8878973118976916
E3,9,HyperGraph,1.0,1.0,0.0,0.8878973118976916
E3,10,BinaryGraph,0.25,0.0,1.0,0.9485308843779725
E3,10,HyperGraph,1.0,1.0,0.0,0.9485308843779725
E3,11,BinaryGraph,0.25,0.0,1.0,0.8765203058172152
E3,11,HyperGraph,1.0,1.0,0.0,0.8765203058172152
E3,12,BinaryGraph,0.25,0.0,1.0,0.9284070601948569
E3,12,HyperGraph,1.0,1.0,0.0,0.9284070601948569
E3,13,BinaryGraph,0.25,0.0,1.0,0.8955008367339143
E3,13,HyperGraph,1.0,1.0,0.0,0.8955008367339143
E3,14,BinaryGraph,0.25,0.0,1.0,0.8923007485990162
E3,14,HyperGraph,1.0,1.0,0.0,0.8923007485990162
E3,15,BinaryGraph,0.25,0.0,1.0,0.9457317640859673
E3,15,HyperGraph,1.0,1.0,0.0,0.9457317640859673
E3,16,BinaryGraph,0.25,0.0,1.0,0.9495422689492713
E3,16,HyperGraph,1.0,1.0,0.0,0.9495422689492713
E3,17,BinaryGraph,0.25,0.0,1.0,0.9055768323405617
E3,17,HyperGraph,1.0,1.0,0.0,0.9055768323405617
E3,18,BinaryGraph,0.25,0.0,1.0,0.9218408275296326
E3,18,HyperGraph,1.0,1.0,0.0,0.9218408275296326
E3,19,BinaryGraph,0.25,0.0,1.0,0.8654796825274064
E3,19,HyperGraph,1.0,1.0,0.0,0.8654796825274064
E3,20,BinaryGraph,0.25,0.0,1.0,0.8796707825494564
E3,20,HyperGraph,1.0,1.0,0.0,0.8796707825494564
E3,21,BinaryGraph,0.25,0.0,1.0,0.9468709364969159
E3,21,HyperGraph,1.0,1.0,0.0,0.9468709364969159
E3,22,BinaryGraph,0.25,0.0,1.0,0.9079180290816256
E3,22,HyperGraph,1.0,1.0,0.0,0.9079180290816256
E3,23,BinaryGraph,0.25,0.0,1.0,0.9042195201374273
E3,23,HyperGraph,1.0,1.0,0.0,0.9042195201374273
E3,24,BinaryGraph,0.25,0.0,1.0,0.9247975560379064
E3,24,HyperGraph,1.0,1.0,0.0,0.9247975560379064
E3,25,BinaryGraph,0.25,0.0,1.0,0.8557165272907483
E3,25,HyperGraph,1.0,1.0,0.0,0.8557165272907483
E3,26,BinaryGraph,0.25,0.0,1.0,0.9084177594458971
E3,26,HyperGraph,1.0,1.0,0.0,0.9084177594458971
E3,27,BinaryGraph,0.25,0.0,1.0,0.9002850382919513
E3,27,HyperGraph,1.0,1.0,0.0,0.9002850382919513
E3,28,BinaryGraph,0.25,0.0,1.0,0.9352719892048285
E3,28,HyperGraph,1.0,1.0,0.0,0.9352719892048285
E3,29,BinaryGraph,0.25,0.0,1.0,0.8657432727939482
E3,29,HyperGraph,1.0,1.0,0.0,0.8657432727939482
E3,30,BinaryGraph,0.25,0.0,1.0,0.9460778903274449
E3,30,HyperGraph,1.0,1.0,0.0,0.9460778903274449
E3,31,BinaryGraph,0.25,0.0,1.0,0.8580111465240586
E3,31,HyperGraph,1.0,1.0,0.0,0.8580111465240586
E3,32,BinaryGraph,0.25,0.0,1.0,0.8685824960980723
E3,32,HyperGraph,1.0,1.0,0.0,0.8685824960980723
E3,33,BinaryGraph,0.25,0.0,1.0,0.9095035106450027
E3,33,HyperGraph,1.0,1.0,0.0,0.9095035106450027
E3,34,BinaryGraph,0.25,0.0,1.0,0.917521255360409
E3,34,HyperGraph,1.0,1.0,0.0,0.917521255360409
E3,35,BinaryGraph,0.25,0.0,1.0,0.8735203895000931
E3,35,HyperGraph,1.0,1.0,0.0,0.8735203895000931
E3,36,BinaryGraph,0.25,0.0,1.0,0.8619886613947124
E3,36,HyperGraph,1.0,1.0,0.0,0.8619886613947124
E3,37,BinaryGraph,0.25,0.0,1.0,0.9390287314129437
E3,37,HyperGraph,1.0,1.0,0.0,0.9390287314129437
E3,38,BinaryGraph,0.25,0.0,1.0,0.8746215347788625
E3,38,HyperGraph,1.0,1.0,0.0,0.8746215347788625
E3,39,BinaryGraph,0.25,0.0,1.0,0.9094519153533441
E3,39,HyperGraph,1.0,1.0,0.0,0.9094519153533441
E3,40,BinaryGraph,0.25,0.0,1.0,0.9119381510332103
E3,40,HyperGraph,1.0,1.0,0.0,0.9119381510332103
E3,41,BinaryGraph,0.25,0.0,1.0,0.8919224915335873
E3,41,HyperGraph,1.0,1.0,0.0,0.8919224915335873
E3,42,BinaryGraph,0.25,0.0,1.0,0.9083672289291225
E3,42,HyperGraph,1.0,1.0,0.0,0.9083672289291225
E3,43,BinaryGraph,0.25,0.0,1.0,0.9022782715531958
E3,43,HyperGraph,1.0,1.0,0.0,0.9022782715531958
E3,44,BinaryGraph,0.25,0.0,1.0,0.9434706257736427
E3,44,HyperGraph,1.0,1.0,0.0,0.9434706257736427
E3,45,BinaryGraph,0.25,0.0,1.0,0.8704259199423536
E3,45,HyperGraph,1.0,1.0,0.0,0.8704259199423536
E3,46,BinaryGraph,0.25,0.0,1.0,0.9216191800789415
E3,46,HyperGraph,1.0,1.0,0.0,0.9216191800789415
E3,47,BinaryGraph,0.25,0.0,1.0,0.8738685952615846
E3,47,HyperGraph,1.0,1.0,0.0,0.8738685952615846
E3,48,BinaryGraph,0.25,0.0,1.0,0.8895785846791254
E3,48,HyperGraph,1.0,1.0,0.0,0.8895785846791254
E3,49,BinaryGraph,0.25,0.0,1.0,0.9171690222959971
E3,49,HyperGraph,1.0,1.0,0.0,0.9171690222959971
E3,50,BinaryGraph,0.25,0.0,1.0,0.8799997079798761
E3,50,HyperGraph,1.0,1.0,0.0,0.8799997079798761
E3,51,BinaryGraph,0.25,0.0,1.0,0.8816177196271854
E3,51,HyperGraph,1.0,1.0,0.0,0.8816177196271854
E3,52,BinaryGraph,0.25,0.0,1.0,0.9251864492414401
E3,52,HyperGraph,1.0,1.0,0.0,0.9251864492414401
E3,53,BinaryGraph,0.25,0.0,1.0,0.8572543114493157
E3,53,HyperGraph,1.0,1.0,0.0,0.8572543114493157
E3,54,BinaryGraph,0.25,0.0,1.0,0.8958285522618585
E3,54,HyperGraph,1.0,1.0,0.0,0.8958285522618585
E3,55,BinaryGraph,0.25,0.0,1.0,0.9498454440854442
E3,55,HyperGraph,1.0,1.0,0.0,0.9498454440854442
E3,56,BinaryGraph,0.25,0.0,1.0,0.9496096447855094
E3,56,HyperGraph,1.0,1.0,0.0,0.9496096447855094
E3,57,BinaryGraph,0.25,0.0,1.0,0.8573260721099633
E3,57,HyperGraph,1.0,1.0,0.0,0.8573260721099633
E3,58,BinaryGraph,0.25,0.0,1.0,0.871315431226704
E3,58,HyperGraph,1.0,1.0,0.0,0.871315431226704
E3,59,BinaryGraph,0.25,0.0,1.0,0.8765200414750401
E3,59,HyperGraph,1.0,1.0,0.0,0.8765200414750401
E3,60,BinaryGraph,0.25,0.0,1.0,0.9433259377993709
E3,60,HyperGraph,1.0,1.0,0.0,0.9433259377993709
E3,61,BinaryGraph,0.25,0.0,1.0,0.938086417368644
E3,61,HyperGraph,1.0,1.0,0.0,0.938086417368644
E3,62,BinaryGraph,0.25,0.0,1.0,0.9379270242484542
E3,62,HyperGraph,1.0,1.0,0.0,0.9379270242484542
E3,63,BinaryGraph,0.25,0.0,1.0,0.8869527088738883
E3,63,HyperGraph,1.0,1.0,0.0,0.8869527088738883
E3,64,BinaryGraph,0.25,0.0,1.0,0.8657746832357232
E3,64,HyperGraph,1.0,1.0,0.0,0.8657746832357232
E3,65,BinaryGraph,0.25,0.0,1.0,0.9333744954639807
E3,65,HyperGraph,1.0,1.0,0.0,0.9333744954639807
E3,66,BinaryGraph,0.25,0.0,1.0,0.9203539925087371
E3,66,HyperGraph,1.0,1.0,0.0,0.9203539925087371
E3,67,BinaryGraph,0.25,0.0,1.0,0.911167776572595
E3,67,HyperGraph,1.0,1.0,0.0,0.911167776572595
E3,68,BinaryGraph,0.25,0.0,1.0,0.9487233063631504
E3,68,HyperGraph,1.0,1.0,0.0,0.9487233063631504
E3,69,BinaryGraph,0.25,0.0,1.0,0.9153976317710733
E3,69,HyperGraph,1.0,1.0,0.0,0.9153976317710733
E3,70,BinaryGraph,0.25,0.0,1.0,0.8507823107152158
E3,70,HyperGraph,1.0,1.0,0.0,0.8507823107152158
E3,71,BinaryGraph,0.25,0.0,1.0,0.9317104135115462
E3,71,HyperGraph,1.0,1.0,0.0,0.9317104135115462
E3,72,BinaryGraph,0.25,0.0,1.0,0.8799378752199978
E3,72,HyperGraph,1.0,1.0,0.0,0.8799378752199978
E3,73,BinaryGraph,0.25,0.0,1.0,0.9163388714966076
E3,73,HyperGraph,1.0,1.0,0.0,0.9163388714966076
E3,74,BinaryGraph,0.25,0.0,1.0,0.9438930003927104
E3,74,HyperGraph,1.0,1.0,0.0,0.9438930003927104
E3,75,BinaryGraph,0.25,0.0,1.0,0.8634291114393368
E3,75,HyperGraph,1.0,1.0,0.0,0.8634291114393368
E3,76,BinaryGraph,0.25,0.0,1.0,0.8615428670419102
E3,76,HyperGraph,1.0,1.0,0.0,0.8615428670419102
E3,77,BinaryGraph,0.25,0.0,1.0,0.8607035977709417
E3,77,HyperGraph,1.0,1.0,0.0,0.8607035977709417
E3,78,BinaryGraph,0.25,0.0,1.0,0.9053223640884815
E3,78,HyperGraph,1.0,1.0,0.0,0.9053223640884815
E3,79,BinaryGraph,0.25,0.0,1.0,0.8772348212314816
E3,79,HyperGraph,1.0,1.0,0.0,0.8772348212314816
E3,80,BinaryGraph,0.25,0.0,1.0,0.9104829827030223
E3,80,HyperGraph,1.0,1.0,0.0,0.9104829827030223
E3,81,BinaryGraph,0.25,0.0,1.0,0.9217612187138797
E3,81,HyperGraph,1.0,1.0,0.0,0.9217612187138797
E3,82,BinaryGraph,0.25,0.0,1.0,0.8703597312327452
E3,82,HyperGraph,1.0,1.0,0.0,0.8703597312327452
E3,83,BinaryGraph,0.25,0.0,1.0,0.913423795888508
E3,83,HyperGraph,1.0,1.0,0.0,0.913423795888508
E3,84,BinaryGraph,0.25,0.0,1.0,0.8763983901630409
E3,84,HyperGraph,1.0,1.0,0.0,0.8763983901630409
E3,85,BinaryGraph,0.25,0.0,1.0,0.8988531852149376
E3,85,HyperGraph,1.0,1.0,0.0,0.8988531852149376
E3,86,BinaryGraph,0.25,0.0,1.0,0.9405336491079322
E3,86,HyperGraph,1.0,1.0,0.0,0.9405336491079322
E3,87,BinaryGraph,0.25,0.0,1.0,0.9346103713294855
E3,87,HyperGraph,1.0,1.0,0.0,0.9346103713294855
E3,88,BinaryGraph,0.25,0.0,1.0,0.8592298467712733
E3,88,HyperGraph,1.0,1.0,0.0,0.8592298467712733
E3,89,BinaryGraph,0.25,0.0,1.0,0.8923575772563725
E3,89,HyperGraph,1.0,1.0,0.0,0.8923575772563725
E3,90,BinaryGraph,0.25,0.0,1.0,0.8776680223972252
E3,90,HyperGraph,1.0,1.0,0.0,0.8776680223972252
E3,91,BinaryGraph,0.25,0.0,1.0,0.8503545689087783
E3,91,HyperGraph,1.0,1.0,0.0,0.8503545689087783
E3,92,BinaryGraph,0.25,0.0,1.0,0.9271119223019627
E3,92,HyperGraph,1.0,1.0,0.0,0.9271119223019627
E3,93,BinaryGraph,0.25,0.0,1.0,0.9137113377301379
E3,93,HyperGraph,1.0,1.0,0.0,0.9137113377301379
E3,94,BinaryGraph,0.25,0.0,1.0,0.8761955262434348
E3,94,HyperGraph,1.0,1.0,0.0,0.8761955262434348
E3,95,BinaryGraph,0.25,0.0,1.0,0.924123090834793
E3,95,HyperGraph,1.0,1.0,0.0,0.924123090834793
E3,96,BinaryGraph,0.25,0.0,1.0,0.9051680421126391
E3,96,HyperGraph,1.0,1.0,0.0,0.9051680421126391
E3,97,BinaryGraph,0.25,0.0,1.0,0.892768691898068
E3,97,HyperGraph,1.0,1.0,0.0,0.892768691898068
E3,98,BinaryGraph,0.25,0.0,1.0,0.850966969960834
E3,98,HyperGraph,1.0,1.0,0.0,0.850966969960834
E3,99,BinaryGraph,0.25,0.0,1.0,0.8575243860073767
E3,99,HyperGraph,1.0,1.0,0.0,0.8575243860073767
E3,100,BinaryGraph,0.25,0.0,1.0,0.9383106393300142
E3,100,HyperGraph,1.0,1.0,0.0,0.9383106393300142
E4,1,BinaryGraph,0.2,0.0,1.0,0.9403928571559893
E4,1,HyperGraph,1.0,1.0,0.0,0.9403928571559893
E4,2,BinaryGraph,0.2,0.0,1.0,0.9045590289205522
E4,2,HyperGraph,1.0,1.0,0.0,0.9045590289205522
E4,3,BinaryGraph,0.2,0.0,1.0,0.9334595019886016
E4,3,HyperGraph,1.0,1.0,0.0,0.9334595019886016
E4,4,BinaryGraph,0.2,0.0,1.0,0.9082509566489794
E4,4,HyperGraph,1.0,1.0,0.0,0.9082509566489794
E4,5,BinaryGraph,0.2,0.0,1.0,0.8648093785567482
E4,5,HyperGraph,1.0,1.0,0.0,0.8648093785567482
E4,6,BinaryGraph,0.2,0.0,1.0,0.8627445519282139
E4,6,HyperGraph,1.0,1.0,0.0,0.8627445519282139
E4,7,BinaryGraph,0.2,0.0,1.0,0.8808258349930134
E4,7,HyperGraph,1.0,1.0,0.0,0.8808258349930134
E4,8,BinaryGraph,0.2,0.0,1.0,0.9398981488742589
E4,8,HyperGraph,1.0,1.0,0.0,0.9398981488742589
E4,9,BinaryGraph,0.2,0.0,1.0,0.9296122304888041
E4,9,HyperGraph,1.0,1.0,0.0,0.9296122304888041
E4,10,BinaryGraph,0.2,0.0,1.0,0.9360702582000903
E4,10,HyperGraph,1.0,1.0,0.0,0.9360702582000903
E4,11,BinaryGraph,0.2,0.0,1.0,0.9398924636526474
E4,11,HyperGraph,1.0,1.0,0.0,0.9398924636526474
E4,12,BinaryGraph,0.2,0.0,1.0,0.8710076538339754
E4,12,HyperGraph,1.0,1.0,0.0,0.8710076538339754
E4,13,BinaryGraph,0.2,0.0,1.0,0.8749529739222924
E4,13,HyperGraph,1.0,1.0,0.0,0.8749529739222924
E4,14,BinaryGraph,0.2,0.0,1.0,0.8602793621671785
E4,14,HyperGraph,1.0,1.0,0.0,0.8602793621671785
E4,15,BinaryGraph,0.2,0.0,1.0,0.9280116241871442
E4,15,HyperGraph,1.0,1.0,0.0,0.9280116241871442
E4,16,BinaryGraph,0.2,0.0,1.0,0.9384134701451008
E4,16,HyperGraph,1.0,1.0,0.0,0.9384134701451008
E4,17,BinaryGraph,0.2,0.0,1.0,0.8906377389832116
E4,17,HyperGraph,1.0,1.0,0.0,0.8906377389832116
E4,18,BinaryGraph,0.2,0.0,1.0,0.9120661510150713
E4,18,HyperGraph,1.0,1.0,0.0,0.9120661510150713
E4,19,BinaryGraph,0.2,0.0,1.0,0.8654553338332205
E4,19,HyperGraph,1.0,1.0,0.0,0.8654553338332205
E4,20,BinaryGraph,0.2,0.0,1.0,0.9429881015693674
E4,20,HyperGraph,1.0,1.0,0.0,0.9429881015693674
E4,21,BinaryGraph,0.2,0.0,1.0,0.9364605696219963
E4,21,HyperGraph,1.0,1.0,0.0,0.9364605696219963
E4,22,BinaryGraph,0.2,0.0,1.0,0.9476206032930963
E4,22,HyperGraph,1.0,1.0,0.0,0.9476206032930963
E4,23,BinaryGraph,0.2,0.0,1.0,0.9310771719940396
E4,23,HyperGraph,1.0,1.0,0.0,0.9310771719940396
E4,24,BinaryGraph,0.2,0.0,1.0,0.9381416204663324
E4,24,HyperGraph,1.0,1.0,0.0,0.9381416204663324
E4,25,BinaryGraph,0.2,0.0,1.0,0.8524786361898189
E4,25,HyperGraph,1.0,1.0,0.0,0.8524786361898189
E4,26,BinaryGraph,0.2,0.0,1.0,0.9236564471755082
E4,26,HyperGraph,1.0,1.0,0.0,0.9236564471755082
E4,27,BinaryGraph,0.2,0.0,1.0,0.8832185467946428
E4,27,HyperGraph,1.0,1.0,0.0,0.8832185467946428
E4,28,BinaryGraph,0.2,0.0,1.0,0.9430815886048325
E4,28,HyperGraph,1.0,1.0,0.0,0.9430815886048325
E4,29,BinaryGraph,0.2,0.0,1.0,0.9302235138937138
E4,29,HyperGraph,1.0,1.0,0.0,0.9302235138937138
E4,30,BinaryGraph,0.2,0.0,1.0,0.9364064028375279
E4,30,HyperGraph,1.0,1.0,0.0,0.9364064028375279
E4,31,BinaryGraph,0.2,0.0,1.0,0.9310749316574388
E4,31,HyperGraph,1.0,1.0,0.0,0.9310749316574388
E4,32,BinaryGraph,0.2,0.0,1.0,0.8766805709594472
E4,32,HyperGraph,1.0,1.0,0.0,0.8766805709594472
E4,33,BinaryGraph,0.2,0.0,1.0,0.9287374509135471
E4,33,HyperGraph,1.0,1.0,0.0,0.9287374509135471
E4,34,BinaryGraph,0.2,0.0,1.0,0.8608095626402957
E4,34,HyperGraph,1.0,1.0,0.0,0.8608095626402957
E4,35,BinaryGraph,0.2,0.0,1.0,0.937216678290609
E4,35,HyperGraph,1.0,1.0,0.0,0.937216678290609
E4,36,BinaryGraph,0.2,0.0,1.0,0.9358593251337781
E4,36,HyperGraph,1.0,1.0,0.0,0.9358593251337781
E4,37,BinaryGraph,0.2,0.0,1.0,0.8722433717545665
E4,37,HyperGraph,1.0,1.0,0.0,0.8722433717545665
E4,38,BinaryGraph,0.2,0.0,1.0,0.9316586605596928
E4,38,HyperGraph,1.0,1.0,0.0,0.9316586605596928
E4,39,BinaryGraph,0.2,0.0,1.0,0.8960303234678941
E4,39,HyperGraph,1.0,1.0,0.0,0.8960303234678941
E4,40,BinaryGraph,0.2,0.0,1.0,0.88051908673386
E4,40,HyperGraph,1.0,1.0,0.0,0.88051908673386
E4,41,BinaryGraph,0.2,0.0,1.0,0.9295345499152862
E4,41,HyperGraph,1.0,1.0,0.0,0.9295345499152862
E4,42,BinaryGraph,0.2,0.0,1.0,0.872759548740777
E4,42,HyperGraph,1.0,1.0,0.0,0.872759548740777
E4,43,BinaryGraph,0.2,0.0,1.0,0.8523664434701451
E4,43,HyperGraph,1.0,1.0,0.0,0.8523664434701451
E4,44,BinaryGraph,0.2,0.0,1.0,0.8693129788327708
E4,44,HyperGraph,1.0,1.0,0.0,0.8693129788327708
E4,45,BinaryGraph,0.2,0.0,1.0,0.8828261951197707
E4,45,HyperGraph,1.0,1.0,0.0,0.8828261951197707
E4,46,BinaryGraph,0.2,0.0,1.0,0.9364352942030286
E4,46,HyperGraph,1.0,1.0,0.0,0.9364352942030286
E4,47,BinaryGraph,0.2,0.0,1.0,0.946688910404836
E4,47,HyperGraph,1.0,1.0,0.0,0.946688910404836
E4,48,BinaryGraph,0.2,0.0,1.0,0.8779124992721871
E4,48,HyperGraph,1.0,1.0,0.0,0.8779124992721871
E4,49,BinaryGraph,0.2,0.0,1.0,0.9141481738607627
E4,49,HyperGraph,1.0,1.0,0.0,0.9141481738607627
E4,50,BinaryGraph,0.2,0.0,1.0,0.889967838436006
E4,50,HyperGraph,1.0,1.0,0.0,0.889967838436006
E4,51,BinaryGraph,0.2,0.0,1.0,0.9481149687198259
E4,51,HyperGraph,1.0,1.0,0.0,0.9481149687198259
E4,52,BinaryGraph,0.2,0.0,1.0,0.9036215732478722
E4,52,HyperGraph,1.0,1.0,0.0,0.9036215732478722
E4,53,BinaryGraph,0.2,0.0,1.0,0.9439237140324716
E4,53,HyperGraph,1.0,1.0,0.0,0.9439237140324716
E4,54,BinaryGraph,0.2,0.0,1.0,0.8615341751851427
E4,54,HyperGraph,1.0,1.0,0.0,0.8615341751851427
E4,55,BinaryGraph,0.2,0.0,1.0,0.9470400611022227
E4,55,HyperGraph,1.0,1.0,0.0,0.9470400611022227
E4,56,BinaryGraph,0.2,0.0,1.0,0.8678567816172463
E4,56,HyperGraph,1.0,1.0,0.0,0.8678567816172463
E4,57,BinaryGraph,0.2,0.0,1.0,0.9462534315761555
E4,57,HyperGraph,1.0,1.0,0.0,0.9462534315761555
E4,58,BinaryGraph,0.2,0.0,1.0,0.8765466362522968
E4,58,HyperGraph,1.0,1.0,0.0,0.8765466362522968
E4,59,BinaryGraph,0.2,0.0,1.0,0.8608402547214711
E4,59,HyperGraph,1.0,1.0,0.0,0.8608402547214711
E4,60,BinaryGraph,0.2,0.0,1.0,0.8934563758564644
E4,60,HyperGraph,1.0,1.0,0.0,0.8934563758564644
E4,61,BinaryGraph,0.2,0.0,1.0,0.9228545060652704
E4,61,HyperGraph,1.0,1.0,0.0,0.9228545060652704
E4,62,BinaryGraph,0.2,0.0,1.0,0.8813677314194991
E4,62,HyperGraph,1.0,1.0,0.0,0.8813677314194991
E4,63,BinaryGraph,0.2,0.0,1.0,0.9106208853306142
E4,63,HyperGraph,1.0,1.0,0.0,0.9106208853306142
E4,64,BinaryGraph,0.2,0.0,1.0,0.9011423059669478
E4,64,HyperGraph,1.0,1.0,0.0,0.9011423059669478
E4,65,BinaryGraph,0.2,0.0,1.0,0.8885195433344727
E4,65,HyperGraph,1.0,1.0,0.0,0.8885195433344727
E4,66,BinaryGraph,0.2,0.0,1.0,0.90765880434966
E4,66,HyperGraph,1.0,1.0,0.0,0.90765880434966
E4,67,BinaryGraph,0.2,0.0,1.0,0.8754722506138581
E4,67,HyperGraph,1.0,1.0,0.0,0.8754722506138581
E4,68,BinaryGraph,0.2,0.0,1.0,0.920878528383417
E4,68,HyperGraph,1.0,1.0,0.0,0.920878528383417
E4,69,BinaryGraph,0.2,0.0,1.0,0.8501691278218629
E4,69,HyperGraph,1.0,1.0,0.0,0.8501691278218629
E4,70,BinaryGraph,0.2,0.0,1.0,0.9425575165499083
E4,70,HyperGraph,1.0,1.0,0.0,0.9425575165499083
E4,71,BinaryGraph,0.2,0.0,1.0,0.9038451997092791
E4,71,HyperGraph,1.0,1.0,0.0,0.9038451997092791
E4,72,BinaryGraph,0.2,0.0,1.0,0.9219429999144845
E4,72,HyperGraph,1.0,1.0,0.0,0.9219429999144845
E4,73,BinaryGraph,0.2,0.0,1.0,0.9241950077839476
E4,73,HyperGraph,1.0,1.0,0.0,0.9241950077839476
E4,74,BinaryGraph,0.2,0.0,1.0,0.9170628504432999
E4,74,HyperGraph,1.0,1.0,0.0,0.9170628504432999
E4,75,BinaryGraph,0.2,0.0,1.0,0.8864221471781264
E4,75,HyperGraph,1.0,1.0,0.0,0.8864221471781264
E4,76,BinaryGraph,0.2,0.0,1.0,0.856997381112631
E4,76,HyperGraph,1.0,1.0,0.0,0.856997381112631
E4,77,BinaryGraph,0.2,0.0,1.0,0.9164237684911272
E4,77,HyperGraph,1.0,1.0,0.0,0.9164237684911272
E4,78,BinaryGraph,0.2,0.0,1.0,0.8830200036042596
E4,78,HyperGraph,1.0,1.0,0.0,0.8830200036042596
E4,79,BinaryGraph,0.2,0.0,1.0,0.8813915645058359
E4,79,HyperGraph,1.0,1.0,0.0,0.8813915645058359
E4,80,BinaryGraph,0.2,0.0,1.0,0.9348015279506335
E4,80,HyperGraph,1.0,1.0,0.0,0.9348015279506335
E4,81,BinaryGraph,0.2,0.0,1.0,0.921975426301395
E4,81,HyperGraph,1.0,1.0,0.0,0.921975426301395
E4,82,BinaryGraph,0.2,0.0,1.0,0.8800322268211264
E4,82,HyperGraph,1.0,1.0,0.0,0.8800322268211264
E4,83,BinaryGraph,0.2,0.0,1.0,0.8809284662208653
E4,83,HyperGraph,1.0,1.0,0.0,0.8809284662208653
E4,84,BinaryGraph,0.2,0.0,1.0,0.8908392908619216
E4,84,HyperGraph,1.0,1.0,0.0,0.8908392908619216
E4,85,BinaryGraph,0.2,0.0,1.0,0.8902400387057724
E4,85,HyperGraph,1.0,1.0,0.0,0.8902400387057724
E4,86,BinaryGraph,0.2,0.0,1.0,0.8795655202525947
E4,86,HyperGraph,1.0,1.0,0.0,0.8795655202525947
E4,87,BinaryGraph,0.2,0.0,1.0,0.8627287799059153
E4,87,HyperGraph,1.0,1.0,0.0,0.8627287799059153
E4,88,BinaryGraph,0.2,0.0,1.0,0.8920446333772908
E4,88,HyperGraph,1.0,1.0,0.0,0.8920446333772908
E4,89,BinaryGraph,0.2,0.0,1.0,0.9440363670730183
E4,89,HyperGraph,1.0,1.0,0.0,0.9440363670730183
E4,90,BinaryGraph,0.2,0.0,1.0,0.9177317945272733
E4,90,HyperGraph,1.0,1.0,0.0,0.9177317945272733
E4,91,BinaryGraph,0.2,0.0,1.0,0.9402805545732582
E4,91,HyperGraph,1.0,1.0,0.0,0.9402805545732582
E4,92,BinaryGraph,0.2,0.0,1.0,0.911551491595138
E4,92,HyperGraph,1.0,1.0,0.0,0.911551491595138
E4,93,BinaryGraph,0.2,0.0,1.0,0.8800949874565565
E4,93,HyperGraph,1.0,1.0,0.0,0.8800949874565565
E4,94,BinaryGraph,0.2,0.0,1.0,0.9047937213135698
E4,94,HyperGraph,1.0,1.0,0.0,0.9047937213135698
E4,95,BinaryGraph,0.2,0.0,1.0,0.8500405939697288
E4,95,HyperGraph,1.0,1.0,0.0,0.8500405939697288
E4,96,BinaryGraph,0.2,0.0,1.0,0.8786913716868927
E4,96,HyperGraph,1.0,1.0,0.0,0.8786913716868927
E4,97,BinaryGraph,0.2,0.0,1.0,0.8929888149989834
E4,97,HyperGraph,1.0,1.0,0.0,0.8929888149989834
E4,98,BinaryGraph,0.2,0.0,1.0,0.9079984781195681
E4,98,HyperGraph,1.0,1.0,0.0,0.9079984781195681
E4,99,BinaryGraph,0.2,0.0,1.0,0.9154705623703071
E4,99,HyperGraph,1.0,1.0,0.0,0.9154705623703071
E4,100,BinaryGraph,0.2,0.0,1.0,0.8964988190247014
E4,100,HyperGraph,1.0,1.0,0.0,0.8964988190247014
